mse_loss
7.371773790509906e-06
7.677022949792445e-06
7.066675607347861e-06
6.718741133227013e-06
7.97992561274441e-06
7.927086699055508e-06
8.058401363086887e-06
8.350933057954535e-06
6.871780897199642e-06
6.795516128477175e-06
7.923048542579636e-06
7.93073559179902e-06
7.416268090310041e-06
7.647307029401418e-06
6.733793270541355e-06
6.7683213273994625e-06
7.5496864155866206e-06
8.280649126390927e-06
8.386554327444173e-06
7.841415936127305e-06
6.847080385341542e-06
6.810532795498148e-06
7.610101420141291e-06
7.999133231351152e-06
